scenario_id,pest_true,pest_pred,pest_prob,crop_true,crop_pred,crop_prob,temp_c,humidity,rain_mm,wind_mps,season,growth_stage,risk,gt_spray,static_sprayer,static_action,adapt_sprayer,adapt_action,weather_penalty
28,bollworm,"nematode, nematode worm, roundworm",0.0558491051197052,Bananas plant,bell pepper,0.04847745969891548,28.06366305797994,83.21284743392752,6.54500731810138,1.5178028771075383,summer,vegetative,0.22016439032740892,0,0,MONITOR,0,MONITOR,0.35
29,mosquito,damselfly,0.5564252734184265,Groundnuts (Peanuts) plant,"barn spider, Araneus cavaticus",0.07484897971153259,28.154105015039413,24.90748350345593,18.331138125785582,3.7977405635542385,summer,vegetative,0.3345765193551779,0,0,MONITOR,0,MONITOR,0.35
30,aphids,"ant, emmet, pismire",0.6096963882446289,Broccoli plant,cauliflower,0.21479785442352295,36.70823800435231,70.93900811646236,3.1777650042083394,2.108507582051406,spring,seedling,0.36903785675764084,0,0,MONITOR,0,MONITOR,0.1
31,mites,tick,0.9182214140892029,Gooseberries plant,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",0.04321098327636719,23.96792491807692,88.4215730270536,8.953911399560614,2.287027015487695,spring,vegetative,0.35903049588203434,0,0,MONITOR,0,MONITOR,0.44999999999999996
32,grasshopper,"grasshopper, hopper",0.8114352822303772,Bananas plant,bell pepper,0.04847745969891548,23.438786354642314,48.08328852662429,4.277054505957326,2.0473685502531147,summer,vegetative,0.3863933492917567,1,0,MONITOR,0,MONITOR,0.0
33,mosquito,"long-horned beetle, longicorn, longicorn beetle",0.1282559633255005,Olives plant,pinwheel,0.1023416817188263,21.93113635876061,59.30290232315157,4.495446374814345,0.19982095388190846,summer,seedling,0.29484683521091937,0,0,MONITOR,0,MONITOR,0.0
34,aphids,cricket,0.5538525581359863,Sage plant,head cabbage,0.03383626416325569,29.07989711287748,53.70662124157069,3.21847364442371,1.1416162719076468,summer,flowering,0.42734595571644607,0,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.0
35,armyworm,"ear, spike, capitulum",0.10234483331441879,Lupins plant,cardoon,0.01576545648276806,31.644861463604457,51.584809308837066,3.9563621652024676,3.6533121833442594,winter,flowering,0.22507775000762195,0,0,MONITOR,0,MONITOR,0.0
36,bollworm,"nematode, nematode worm, roundworm",0.22090701758861542,Onions (dry) plant,earthstar,0.04436406120657921,25.430262711725625,60.1060699246544,2.813586519709527,0.0,autumn,seedling,0.25580870381556453,0,0,MONITOR,0,MONITOR,0.0
37,bollworm,"nematode, nematode worm, roundworm",0.2717057466506958,Leeks plant,"nematode, nematode worm, roundworm",0.04420013353228569,21.79921761518736,86.41227925526758,7.779774769749235,1.5804215804611532,winter,vegetative,0.1669577859621495,0,0,MONITOR,0,MONITOR,0.44999999999999996
38,mites,tick,0.9435155391693115,Barley plant,"prairie chicken, prairie grouse, prairie fowl",0.06105521321296692,21.877593921543802,92.5608001323128,1.6351741478317576,2.0203359324522836,summer,maturity,0.3674948907643557,0,0,MONITOR,0,MONITOR,0.1
39,bollworm,"nematode, nematode worm, roundworm",0.13677260279655457,Starfruit plant,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",0.26368841528892517,29.252963939123504,59.96091162439778,0.5416364649254622,4.592346240749878,autumn,vegetative,0.22293934009969235,0,0,MONITOR,0,MONITOR,0.0
40,stem_borer,"long-horned beetle, longicorn, longicorn beetle",0.8246743679046631,Raspberries plant,custard apple,0.2678239345550537,29.71627085601721,93.57590321096706,2.0305311147207172,3.4223245185956426,summer,vegetative,0.4249497503042221,0,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.1
41,bollworm,hair slide,0.04826198145747185,Chestnuts plant,cardoon,0.34890809655189514,28.715771341525976,65.53364715476937,1.8098330213234228,1.8313953675362806,summer,vegetative,0.26731520161032674,0,0,MONITOR,0,MONITOR,0.0
42,stem_borer,"long-horned beetle, longicorn, longicorn beetle",0.8246743679046631,Brussels sprout plant,head cabbage,0.06912128627300262,22.672451463556527,91.30536540051622,2.029393375987677,4.065416436538661,winter,vegetative,0.29266056995838885,0,0,MONITOR,0,MONITOR,0.1
43,armyworm,"nematode, nematode worm, roundworm",0.09381024539470673,Buckwheat plant,"theater curtain, theatre curtain",0.00795882847160101,27.1608066153336,63.60052025519762,3.061528097727698,1.6113810153986563,autumn,flowering,0.27193156361347065,0,0,MONITOR,0,MONITOR,0.0
44,sawfly,"sea cucumber, holothurian",0.6670846343040466,Brazil nuts plant,eggnog,0.3124734163284302,26.583429045703642,66.96586739069217,2.0373006702756373,3.7109197644808063,autumn,maturity,0.2975355497002602,0,0,MONITOR,0,MONITOR,0.0
45,armyworm,centipede,0.5855327844619751,Cotton lint plant,"patas, hussar monkey, Erythrocebus patas",0.019224904477596283,27.093442983645065,70.48211708964251,3.020650250492096,0.8693473048923812,autumn,maturity,0.23194125955924394,0,0,MONITOR,0,MONITOR,0.0
46,grasshopper,"grasshopper, hopper",0.6948371529579163,Lemons and limes plant,"hip, rose hip, rosehip",0.05173274129629135,30.35714388974095,95.0,2.043935461842484,3.7879093981469887,spring,vegetative,0.31127074411138894,1,0,MONITOR,0,MONITOR,0.1
47,mosquito,tick,0.02937856875360012,Papayas plant,cardoon,0.012472855858504772,27.11797774387341,77.76928362267184,5.0046135821388535,2.0126396254348173,autumn,vegetative,0.15849012420279907,0,0,MONITOR,0,MONITOR,0.35
48,beetle,rhinoceros beetle,0.47615212202072144,Chestnuts plant,cardoon,0.34890809655189514,29.394567815359473,54.39103205072804,18.21075775579088,1.2657949108704765,summer,seedling,0.41145103253424165,0,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.35
49,mosquito,tick,0.014952605590224266,Kohlrabi plant,"axolotl, mud puppy, Ambystoma mexicanum",0.019164884462952614,26.33789534744446,79.53496805413786,4.202182005662612,2.239427664308423,winter,vegetative,0.10640386695507914,0,0,MONITOR,0,MONITOR,0.0
50,beetle,"ground beetle, carabid beetle",0.6608216762542725,Dry beans plant,"web site, website, internet site, site",0.3214889168739319,27.44559699344992,59.57251194373488,2.1322856050354595,2.8328130156642577,autumn,vegetative,0.3476227177679539,0,0,MONITOR,0,MONITOR,0.0
51,aphids,"lacewing, lacewing fly",0.03562473878264427,Broccoli plant,broccoli,0.3827330470085144,29.1564411291927,57.653747256481864,0.07880357451944696,1.9063018833691454,spring,flowering,0.3200315626710653,0,0,MONITOR,0,MONITOR,0.0
52,mosquito,tiger beetle,0.038295164704322815,Spinach plant,head cabbage,0.15571612119674683,18.714220900721667,78.62902039838167,13.996003589141607,3.1647442071943885,spring,seedling,0.23372880592942236,0,0,MONITOR,0,MONITOR,0.35
53,bollworm,"nematode, nematode worm, roundworm",0.032642729580402374,Eggplants (Aubergines) plant,bell pepper,0.02796645276248455,24.401643918213495,65.4662838165673,4.411177816432812,1.800407339603119,spring,maturity,0.11172594908159227,0,0,MONITOR,0,MONITOR,0.0
54,mites,isopod,0.4579783082008362,Navy bean plant,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",0.03726043924689293,23.648136728536024,69.17863871767709,2.995157326931929,3.2444468727176297,summer,seedling,0.35681004918180403,0,0,MONITOR,0,MONITOR,0.0
55,sawfly,centipede,0.3359401226043701,Raspberries plant,cardoon,0.029533877968788147,22.80561075878329,65.2097783279794,0.09233614050058105,3.0306664744439193,spring,seedling,0.2787060821428895,0,0,MONITOR,0,MONITOR,0.0
56,armyworm,"nematode, nematode worm, roundworm",0.04161679744720459,Potatoes plant,dung beetle,0.02449124865233898,24.624288743866583,70.04874689908152,3.1459504357565784,2.426892334350478,autumn,maturity,0.1131355233443901,0,0,MONITOR,0,MONITOR,0.0
57,mosquito,window screen,0.3133530914783478,Brussels sprout plant,head cabbage,0.06912128627300262,33.47470655617198,71.37448846154224,3.9264556672357456,1.97034122516086,summer,flowering,0.3801698891445995,0,0,MONITOR,0,MONITOR,0.0
58,aphids,"long-horned beetle, longicorn, longicorn beetle",0.09742391109466553,Peas (Green) plant,hair slide,0.12148942798376083,21.670844421533783,35.945496009418775,2.0517590260125687,2.6818489549183195,autumn,vegetative,0.19117529248818754,0,0,MONITOR,0,MONITOR,0.0
59,grasshopper,"grasshopper, hopper",0.8174256086349487,Barley plant,"lipstick, lip rouge",0.08887051045894623,30.841391772957405,74.998590029143,0.7077948052656803,3.160304491640439,summer,vegetative,0.39427509184926746,1,0,MONITOR,0,MONITOR,0.0
60,mites,tick,0.42056575417518616,Brazil nuts plant,earthstar,0.1592334359884262,17.585651141920977,50.26970870254549,0.6436308052369233,4.974158983277929,summer,vegetative,0.31839989926666024,0,0,MONITOR,0,MONITOR,0.0
61,mosquito,"harvestman, daddy longlegs, Phalangium opilio",0.04395557940006256,Cinnamon plant,coral reef,0.03412242978811264,24.325574850071124,43.36551296660883,14.160231325146405,3.627304506157817,spring,seedling,0.21521512230858209,0,0,MONITOR,0,MONITOR,0.35
62,armyworm,"ear, spike, capitulum",0.0749104917049408,Pinto bean plant,honeycomb,0.0582151859998703,26.81376532552503,64.12383134211976,3.8258952730090456,3.6711879397790095,autumn,vegetative,0.1759402759000659,0,0,MONITOR,0,MONITOR,0.0
63,sawfly,"nematode, nematode worm, roundworm",0.5131416916847229,Cabbages and other brassicas plant,cauliflower,0.5866347551345825,28.93111165679639,66.25971504971682,2.049839067562182,6.2062146338323405,spring,vegetative,0.3582193198800087,0,0,MONITOR,0,MONITOR,0.35
64,mosquito,"long-horned beetle, longicorn, longicorn beetle",0.40719786286354065,Jackfruit plant,"African chameleon, Chamaeleo chamaeleon",0.03590832278132439,29.556132898964275,54.59740753141579,3.623002597260458,3.119150172121413,spring,flowering,0.3454186322819442,0,0,MONITOR,0,MONITOR,0.0
65,armyworm,"ear, spike, capitulum",0.5817269086837769,Vanilla beans plant,hair slide,0.13362398743629456,29.966736175999625,77.46547786501961,3.4010388643311407,3.081572213574043,spring,vegetative,0.2996938178688288,0,0,MONITOR,0,MONITOR,0.0
66,sawfly,leafhopper,0.1405022144317627,Navy bean plant,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",0.03726043924689293,24.256374638757812,44.867372504436396,0.5983246586208748,3.344818089185985,autumn,flowering,0.28696530855260793,0,0,MONITOR,0,MONITOR,0.0
67,stem_borer,"nematode, nematode worm, roundworm",0.22720754146575928,Bananas plant,pinwheel,0.04632452130317688,23.688241036677162,58.895843768411616,7.378964570376955,1.2892408268940962,spring,flowering,0.3075133938342333,0,0,MONITOR,0,MONITOR,0.35
68,stem_borer,"nematode, nematode worm, roundworm",0.4572105407714844,Broccoli plant,broccoli,0.475868821144104,30.28987940628577,56.22688797600499,2.921000595387817,1.9673180362974927,summer,seedling,0.4279150024056435,0,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.0
69,mites,tick,0.545048713684082,Pistachios plant,cardoon,0.04876362904906273,25.043478375591924,64.3011909449099,3.8733575712802804,1.8925968799691992,autumn,seedling,0.3278348067309707,0,0,MONITOR,0,MONITOR,0.0
70,stem_borer,"ear, spike, capitulum",0.35754579305648804,Collards plant,head cabbage,0.09312067180871964,19.62156838331039,69.18296426970858,10.801715535370276,3.277136772663474,autumn,vegetative,0.2437921836413443,0,0,MONITOR,0,MONITOR,0.35
71,aphids,"ant, emmet, pismire",0.2718052566051483,Navy bean plant,golf ball,0.30622598528862,20.333563929982596,49.88160575564683,0.7378845435694259,2.2909905253345615,spring,flowering,0.3595588790625334,0,0,MONITOR,0,MONITOR,0.0
72,grasshopper,"grasshopper, hopper",0.5809310078620911,Vanilla beans plant,"stinkhorn, carrion fungus",0.08800391852855682,21.402738569991943,75.86424016184343,1.5421072286708744,2.6658681105691633,spring,flowering,0.3921054584905505,1,0,MONITOR,0,MONITOR,0.0
73,armyworm,"ear, spike, capitulum",0.6828024983406067,Aji pepper plant,bell pepper,0.23427240550518036,28.48580372026882,65.9450355250205,4.618551454667998,3.8049455441781577,summer,flowering,0.4882858155295253,0,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.0
74,stem_borer,"walking stick, walkingstick, stick insect",0.6219435930252075,Triticale plant,cardoon,0.025024648755788803,26.712128680352826,36.62080620032134,7.263594746832589,3.5357808864449662,spring,vegetative,0.29089409588836135,0,0,MONITOR,0,MONITOR,0.35
75,aphids,cricket,0.5538525581359863,Cocoa beans plant,isopod,0.03976624086499214,29.452426770338842,35.62112839404453,1.8530869955940465,2.3059347963505035,autumn,vegetative,0.27830957693047825,0,0,MONITOR,0,MONITOR,0.0
76,sawfly,bee,0.2713207006454468,Chickpeas plant,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",0.04016449674963951,23.863736768317327,64.81521060606033,1.9684515142701273,1.6960058837461331,summer,vegetative,0.26621728486381474,0,0,MONITOR,0,MONITOR,0.0
77,sawfly,centipede,0.3359401226043701,Cabbages and other brassicas plant,cauliflower,0.5866347551345825,26.792698455383572,61.68549023320469,5.958492548535015,3.8623296779838263,summer,vegetative,0.36923497468233113,0,0,MONITOR,0,MONITOR,0.35
78,aphids,"lacewing, lacewing fly",0.051639437675476074,Cloves plant,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",0.18008266389369965,29.127951969836683,63.4486982963805,17.189740991126715,3.4286694170918386,spring,flowering,0.2906241091713309,0,0,MONITOR,0,MONITOR,0.35
79,sawfly,"ant, emmet, pismire",0.7548210620880127,Brussels sprout plant,head cabbage,0.06912128627300262,24.453267301398807,64.58026315204673,3.733178827329778,0.5724918180455414,summer,seedling,0.4272928426787257,0,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.0
80,armyworm,slug,0.525050163269043,Turnip greens plant,"barn spider, Araneus cavaticus",0.035032130777835846,28.283876187787058,68.38339759265271,1.5365712689384894,2.124215273310063,spring,vegetative,0.2712037571705878,0,0,MONITOR,0,MONITOR,0.0
81,beetle,"ground beetle, carabid beetle",0.5927883386611938,Flaxseed (Linseed) plant,cardoon,0.06707286834716797,22.690370294666742,79.2147441477245,1.0704685166412946,2.698618554420115,autumn,vegetative,0.29131277561187746,0,0,MONITOR,0,MONITOR,0.0
82,mites,"ant, emmet, pismire",0.3149421811103821,Lupins plant,mitten,0.033158741891384125,24.184730767174642,48.333426486236625,3.052974171574461,3.4345956605452375,spring,vegetative,0.22467557540163396,0,0,MONITOR,0,MONITOR,0.0
83,mosquito,fly,0.022435445338487625,Avocados plant,mortar,0.06863197684288025,24.091310530008354,47.42042610648808,6.999416177678663,3.5921217939277255,winter,flowering,0.21608849421143533,0,0,MONITOR,0,MONITOR,0.35
84,bollworm,"leaf beetle, chrysomelid",0.09362984448671341,Jute plant,"sunscreen, sunblock, sun blocker",0.04554203897714615,20.020801772054803,48.60014213168927,22.779130984755316,2.840687201410568,autumn,vegetative,0.17799914712086323,0,0,MONITOR,0,MONITOR,0.35
85,stem_borer,leafhopper,0.33109769225120544,Leeks plant,bell pepper,0.026673341169953346,28.43486240392791,69.3337500075306,2.585900896667529,3.2022970376306272,spring,maturity,0.17717591023538265,0,0,MONITOR,0,MONITOR,0.0
86,grasshopper,cricket,0.5418532490730286,Fava bean plant,"dalmatian, coach dog, carriage dog",0.023538006469607353,23.65298829898638,83.67421067969669,3.7385887960768303,2.5769641628537845,spring,flowering,0.3730326408473775,1,0,MONITOR,0,MONITOR,0.0
87,aphids,leafhopper,0.3146500885486603,Almonds plant,Petri dish,0.028328530490398407,26.062470593638437,58.529908426407346,12.449965707663745,1.6913779741833272,summer,maturity,0.22382640568539502,0,0,MONITOR,0,MONITOR,0.35
88,bollworm,conch,0.1081867665052414,Black pepper plant,vine snake,0.05699599161744118,28.403733294529545,27.47450233760518,4.552969095478541,2.186482730750495,spring,flowering,0.2830629372689873,0,0,MONITOR,0,MONITOR,0.0
89,grasshopper,"grasshopper, hopper",0.7318956255912781,Cloves plant,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",0.18008266389369965,28.23265588014972,39.44010706084437,4.2279810111525595,2.52278942396813,spring,flowering,0.44028047051280744,1,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.0
90,stem_borer,"long-horned beetle, longicorn, longicorn beetle",0.8246743679046631,Watermelons plant,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.028759406879544258,29.326925544863933,52.50444915805983,10.698749413661144,2.458384899977692,autumn,flowering,0.4361017645569519,0,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.35
91,mites,tick,0.5782476663589478,Spinach plant,whistle,0.1257905662059784,25.507572577452883,56.634066687571774,3.818455866221817,0.2373125146678352,summer,vegetative,0.34765545360744,0,0,MONITOR,0,MONITOR,0.0
92,sawfly,"ant, emmet, pismire",0.3330925405025482,Mustard seeds plant,broccoli,0.1619599312543869,23.88350843977923,58.8741705911791,1.1826396421920788,2.0230199980846826,spring,vegetative,0.2495988477393985,0,0,MONITOR,0,MONITOR,0.0
93,mosquito,"harvestman, daddy longlegs, Phalangium opilio",0.09919189661741257,Sunflower seeds plant,nail,0.04852881282567978,25.601408945468005,65.57871684471375,9.084823781822047,2.5674467837069823,summer,vegetative,0.22970814934000375,0,0,MONITOR,0,MONITOR,0.35
94,mites,tick,0.9435155391693115,Broccoli plant,cauliflower,0.21479785442352295,17.56332783020985,60.32380503766329,0.46072120373663294,2.1623560097131587,summer,seedling,0.492478069961071,0,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.0
95,grasshopper,"grasshopper, hopper",0.743196427822113,Maracuja(Passionfruit) plant,cardoon,0.031174013391137123,18.764437637884562,80.74009415815111,7.9296482239017045,2.2038114453860973,winter,seedling,0.3185689912969246,1,0,MONITOR,0,MONITOR,0.35
96,mites,isopod,0.22546972334384918,Hazelnuts plant,"hip, rose hip, rosehip",0.054778892546892166,19.386501938227987,54.859740414779466,3.4744488733176278,3.0855896449655047,spring,maturity,0.15850490917451682,0,0,MONITOR,0,MONITOR,0.0
97,bollworm,"nematode, nematode worm, roundworm",0.13677260279655457,Swiss chard plant,vine snake,0.05723583325743675,21.013765861992592,52.06523060786685,2.613071942161654,1.2052513755416394,autumn,seedling,0.23939079551957548,0,0,MONITOR,0,MONITOR,0.0
98,mites,tick,0.8861512541770935,Saffron plant,consomme,0.0801767036318779,27.998871133617182,72.18313307780693,2.54714265885565,0.5463493432585467,autumn,vegetative,0.35798199025914074,0,0,MONITOR,0,MONITOR,0.0
99,grasshopper,"grasshopper, hopper",0.7081334590911865,Kale plant,head cabbage,0.025140227749943733,21.472604723199694,41.96536895110821,3.0417820385056613,2.0821962509959904,spring,flowering,0.4098746480094269,1,1,SPRAY_AND_MONITOR,1,SPRAY_AND_MONITOR,0.0
100,grasshopper,"grasshopper, hopper",0.7410733103752136,Pistachios plant,"rock beauty, Holocanthus tricolor",0.014029589481651783,24.10918722980305,70.84537557980003,2.2517923381461014,3.4169372866021477,spring,seedling,0.3653159365733154,1,0,MONITOR,0,MONITOR,0.0
101,grasshopper,"grasshopper, hopper",0.7696852087974548,Ginger plant,"pot, flowerpot",0.04198604077100754,32.49614148893033,66.538297755894,5.138393117755882,4.525063647383966,summer,maturity,0.3261534775607289,1,0,MONITOR,0,MONITOR,0.35
102,mosquito,"barn spider, Araneus cavaticus",0.11082243174314499,Ginger plant,"ear, spike, capitulum",0.09361922740936279,24.218680144692872,62.78836265122749,2.33332637286869,3.438553886913688,autumn,seedling,0.23959405943751333,0,0,MONITOR,0,MONITOR,0.0
103,sawfly,leafhopper,0.1405022144317627,Bananas plant,pinwheel,0.04632452130317688,29.687577842335433,88.82414160723894,3.4981756738390457,0.7380834881573832,summer,maturity,0.18843822188675405,0,0,MONITOR,0,MONITOR,0.1
104,armyworm,"ear, spike, capitulum",0.0749104917049408,Navy bean plant,golf ball,0.30622598528862,21.331911599950615,55.66688832057923,0.20899562979720365,2.221159312747875,autumn,flowering,0.3162420307844877,0,0,MONITOR,0,MONITOR,0.0
